Data_Type,Variable_Name,Variable_Start,Variable_End,Variable_Length,Variable_Details_1,Variable_Details_2,Variable_Details_3,Variable_Details_4
byte,shb14d_29,,,0,30 minutes prior to BP measure: use any other type of tobacco,,,
byte,shb14d_30,,,0,30 minutes prior to BP measure: use any other type of tobacco,,,
byte,shb14d_31,,,0,30 minutes prior to BP measure: use any other type of tobacco,,,
byte,shb14d_32,,,0,30 minutes prior to BP measure: use any other type of tobacco,,,
byte,shb14d_33,,,0,30 minutes prior to BP measure: use any other type of tobacco,,,
byte,shb14d_34,,,0,30 minutes prior to BP measure: use any other type of tobacco,,,
byte,shb14d_35,,,0,30 minutes prior to BP measure: use any other type of tobacco,,,
byte,shb15_01,,,0,Arm circumference,,,
byte,shb15_02,,,0,Arm circumference,,,
byte,shb15_03,,,0,Arm circumference,,,
byte,shb15_04,,,0,Arm circumference,,,
byte,shb15_05,,,0,Arm circumference,,,
byte,shb15_06,,,0,Arm circumference,,,
byte,shb15_07,,,0,Arm circumference,,,
byte,shb15_08,,,0,Arm circumference,,,
byte,shb15_09,,,0,Arm circumference,,,
byte,shb15_10,,,0,Arm circumference,,,
byte,shb15_11,,,0,Arm circumference,,,
byte,shb15_12,,,0,Arm circumference,,,
byte,shb15_13,,,0,Arm circumference,,,
byte,shb15_14,,,0,Arm circumference,,,
byte,shb15_15,,,0,Arm circumference,,,
byte,shb15_16,,,0,Arm circumference,,,
byte,shb15_17,,,0,Arm circumference,,,
byte,shb15_18,,,0,Arm circumference,,,
byte,shb15_19,,,0,Arm circumference,,,
byte,shb15_20,,,0,Arm circumference,,,
byte,shb15_21,,,0,Arm circumference,,,
byte,shb15_22,,,0,Arm circumference,,,
byte,shb15_23,,,0,Arm circumference,,,
byte,shb15_24,,,0,Arm circumference,,,
byte,shb15_25,,,0,Arm circumference,,,
byte,shb15_26,,,0,Arm circumference,,,
byte,shb15_27,,,0,Arm circumference,,,
byte,shb15_28,,,0,Arm circumference,,,
byte,shb15_29,,,0,Arm circumference,,,
byte,shb15_30,,,0,Arm circumference,,,
byte,shb15_31,,,0,Arm circumference,,,
byte,shb15_32,,,0,Arm circumference,,,
byte,shb15_33,,,0,Arm circumference,,,
byte,shb15_34,,,0,Arm circumference,,,
byte,shb15_35,,,0,Arm circumference,,,
byte,shb16_01,,,0,Blood pressure monitor cuff size,,,
byte,shb16_02,,,0,Blood pressure monitor cuff size,,,
byte,shb16_03,,,0,Blood pressure monitor cuff size,,,
byte,shb16_04,,,0,Blood pressure monitor cuff size,,,
byte,shb16_05,,,0,Blood pressure monitor cuff size,,,
byte,shb16_06,,,0,Blood pressure monitor cuff size,,,
byte,shb16_07,,,0,Blood pressure monitor cuff size,,,
byte,shb16_08,,,0,Blood pressure monitor cuff size,,,
byte,shb16_09,,,0,Blood pressure monitor cuff size,,,
byte,shb16_10,,,0,Blood pressure monitor cuff size,,,
byte,shb16_11,,,0,Blood pressure monitor cuff size,,,
byte,shb16_12,,,0,Blood pressure monitor cuff size,,,
byte,shb16_13,,,0,Blood pressure monitor cuff size,,,
byte,shb16_14,,,0,Blood pressure monitor cuff size,,,
byte,shb16_15,,,0,Blood pressure monitor cuff size,,,
byte,shb16_16,,,0,Blood pressure monitor cuff size,,,
byte,shb16_17,,,0,Blood pressure monitor cuff size,,,
byte,shb16_18,,,0,Blood pressure monitor cuff size,,,
byte,shb16_19,,,0,Blood pressure monitor cuff size,,,
byte,shb16_20,,,0,Blood pressure monitor cuff size,,,
byte,shb16_21,,,0,Blood pressure monitor cuff size,,,
byte,shb16_22,,,0,Blood pressure monitor cuff size,,,
byte,shb16_23,,,0,Blood pressure monitor cuff size,,,
byte,shb16_24,,,0,Blood pressure monitor cuff size,,,
byte,shb16_25,,,0,Blood pressure monitor cuff size,,,
byte,shb16_26,,,0,Blood pressure monitor cuff size,,,
byte,shb16_27,,,0,Blood pressure monitor cuff size,,,
byte,shb16_28,,,0,Blood pressure monitor cuff size,,,
byte,shb16_29,,,0,Blood pressure monitor cuff size,,,
byte,shb16_30,,,0,Blood pressure monitor cuff size,,,
byte,shb16_31,,,0,Blood pressure monitor cuff size,,,
byte,shb16_32,,,0,Blood pressure monitor cuff size,,,
byte,shb16_33,,,0,Blood pressure monitor cuff size,,,
byte,shb16_34,,,0,Blood pressure monitor cuff size,,,
byte,shb16_35,,,0,Blood pressure monitor cuff size,,,
int,shb17_01,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_02,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_03,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_04,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_05,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_06,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_07,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_08,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_09,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_10,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_11,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_12,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_13,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_14,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_15,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_16,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_17,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_18,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_19,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_20,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_21,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_22,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_23,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_24,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_25,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_26,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_27,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_28,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_29,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_30,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_31,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_32,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_33,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_34,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb17_35,,,0,Time of first BP reading: (hhmm - 24 hour clock),,,
int,shb18s_01,,,0,First SYSTOLIC reading,,,
int,shb18s_02,,,0,First SYSTOLIC reading,,,
int,shb18s_03,,,0,First SYSTOLIC reading,,,
int,shb18s_04,,,0,First SYSTOLIC reading,,,
int,shb18s_05,,,0,First SYSTOLIC reading,,,
int,shb18s_06,,,0,First SYSTOLIC reading,,,
int,shb18s_07,,,0,First SYSTOLIC reading,,,
int,shb18s_08,,,0,First SYSTOLIC reading,,,
int,shb18s_09,,,0,First SYSTOLIC reading,,,
int,shb18s_10,,,0,First SYSTOLIC reading,,,
int,shb18s_11,,,0,First SYSTOLIC reading,,,
int,shb18s_12,,,0,First SYSTOLIC reading,,,
int,shb18s_13,,,0,First SYSTOLIC reading,,,
int,shb18s_14,,,0,First SYSTOLIC reading,,,
int,shb18s_15,,,0,First SYSTOLIC reading,,,
int,shb18s_16,,,0,First SYSTOLIC reading,,,
int,shb18s_17,,,0,First SYSTOLIC reading,,,
int,shb18s_18,,,0,First SYSTOLIC reading,,,
int,shb18s_19,,,0,First SYSTOLIC reading,,,
int,shb18s_20,,,0,First SYSTOLIC reading,,,
int,shb18s_21,,,0,First SYSTOLIC reading,,,
int,shb18s_22,,,0,First SYSTOLIC reading,,,
int,shb18s_23,,,0,First SYSTOLIC reading,,,
int,shb18s_24,,,0,First SYSTOLIC reading,,,
int,shb18s_25,,,0,First SYSTOLIC reading,,,
int,shb18s_26,,,0,First SYSTOLIC reading,,,
int,shb18s_27,,,0,First SYSTOLIC reading,,,
int,shb18s_28,,,0,First SYSTOLIC reading,,,
int,shb18s_29,,,0,First SYSTOLIC reading,,,
int,shb18s_30,,,0,First SYSTOLIC reading,,,
int,shb18s_31,,,0,First SYSTOLIC reading,,,
int,shb18s_32,,,0,First SYSTOLIC reading,,,
int,shb18s_33,,,0,First SYSTOLIC reading,,,
int,shb18s_34,,,0,First SYSTOLIC reading,,,
int,shb18s_35,,,0,First SYSTOLIC reading,,,
int,shb18d_01,,,0,First DIASTOLIC reading,,,
int,shb18d_02,,,0,First DIASTOLIC reading,,,
int,shb18d_03,,,0,First DIASTOLIC reading,,,
int,shb18d_04,,,0,First DIASTOLIC reading,,,
int,shb18d_05,,,0,First DIASTOLIC reading,,,
int,shb18d_06,,,0,First DIASTOLIC reading,,,
int,shb18d_07,,,0,First DIASTOLIC reading,,,
int,shb18d_08,,,0,First DIASTOLIC reading,,,
int,shb18d_09,,,0,First DIASTOLIC reading,,,
int,shb18d_10,,,0,First DIASTOLIC reading,,,
int,shb18d_11,,,0,First DIASTOLIC reading,,,
int,shb18d_12,,,0,First DIASTOLIC reading,,,
int,shb18d_13,,,0,First DIASTOLIC reading,,,
int,shb18d_14,,,0,First DIASTOLIC reading,,,
int,shb18d_15,,,0,First DIASTOLIC reading,,,
int,shb18d_16,,,0,First DIASTOLIC reading,,,
int,shb18d_17,,,0,First DIASTOLIC reading,,,
int,shb18d_18,,,0,First DIASTOLIC reading,,,
int,shb18d_19,,,0,First DIASTOLIC reading,,,
int,shb18d_20,,,0,First DIASTOLIC reading,,,
int,shb18d_21,,,0,First DIASTOLIC reading,,,
int,shb18d_22,,,0,First DIASTOLIC reading,,,
int,shb18d_23,,,0,First DIASTOLIC reading,,,
int,shb18d_24,,,0,First DIASTOLIC reading,,,
int,shb18d_25,,,0,First DIASTOLIC reading,,,
int,shb18d_26,,,0,First DIASTOLIC reading,,,
int,shb18d_27,,,0,First DIASTOLIC reading,,,
int,shb18d_28,,,0,First DIASTOLIC reading,,,
int,shb18d_29,,,0,First DIASTOLIC reading,,,
int,shb18d_30,,,0,First DIASTOLIC reading,,,
int,shb18d_31,,,0,First DIASTOLIC reading,,,
int,shb18d_32,,,0,First DIASTOLIC reading,,,
int,shb18d_33,,,0,First DIASTOLIC reading,,,
int,shb18d_34,,,0,First DIASTOLIC reading,,,
int,shb18d_35,,,0,First DIASTOLIC reading,,,
byte,shb19_01,,,0,Blood pressure ever been checked previously,,,
byte,shb19_02,,,0,Blood pressure ever been checked previously,,,
byte,shb19_03,,,0,Blood pressure ever been checked previously,,,
byte,shb19_04,,,0,Blood pressure ever been checked previously,,,
byte,shb19_05,,,0,Blood pressure ever been checked previously,,,
byte,shb19_06,,,0,Blood pressure ever been checked previously,,,
byte,shb19_07,,,0,Blood pressure ever been checked previously,,,
byte,shb19_08,,,0,Blood pressure ever been checked previously,,,
byte,shb19_09,,,0,Blood pressure ever been checked previously,,,
byte,shb19_10,,,0,Blood pressure ever been checked previously,,,
byte,shb19_11,,,0,Blood pressure ever been checked previously,,,
byte,shb19_12,,,0,Blood pressure ever been checked previously,,,
byte,shb19_13,,,0,Blood pressure ever been checked previously,,,
byte,shb19_14,,,0,Blood pressure ever been checked previously,,,
byte,shb19_15,,,0,Blood pressure ever been checked previously,,,
byte,shb19_16,,,0,Blood pressure ever been checked previously,,,
byte,shb19_17,,,0,Blood pressure ever been checked previously,,,
byte,shb19_18,,,0,Blood pressure ever been checked previously,,,
byte,shb19_19,,,0,Blood pressure ever been checked previously,,,
byte,shb19_20,,,0,Blood pressure ever been checked previously,,,
byte,shb19_21,,,0,Blood pressure ever been checked previously,,,
byte,shb19_22,,,0,Blood pressure ever been checked previously,,,
byte,shb19_23,,,0,Blood pressure ever been checked previously,,,
byte,shb19_24,,,0,Blood pressure ever been checked previously,,,
byte,shb19_25,,,0,Blood pressure ever been checked previously,,,
byte,shb19_26,,,0,Blood pressure ever been checked previously,,,
byte,shb19_27,,,0,Blood pressure ever been checked previously,,,
byte,shb19_28,,,0,Blood pressure ever been checked previously,,,
byte,shb19_29,,,0,Blood pressure ever been checked previously,,,
byte,shb19_30,,,0,Blood pressure ever been checked previously,,,
byte,shb19_31,,,0,Blood pressure ever been checked previously,,,
byte,shb19_32,,,0,Blood pressure ever been checked previously,,,
byte,shb19_33,,,0,Blood pressure ever been checked previously,,,
byte,shb19_34,,,0,Blood pressure ever been checked previously,,,
byte,shb19_35,,,0,Blood pressure ever been checked previously,,,
byte,shb20_01,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_02,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_03,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_04,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_05,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_06,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_07,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_08,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_09,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_10,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_11,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_12,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_13,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_14,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_15,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_16,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_17,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_18,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_19,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_20,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_21,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_22,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_23,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_24,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_25,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_26,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_27,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_28,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_29,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_30,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_31,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_32,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_33,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_34,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb20_35,,,0,Told had high BP on two or more occasions by doctor or other health professional,,,
byte,shb21_01,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_02,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_03,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_04,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_05,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_06,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_07,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_08,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_09,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_10,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_11,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_12,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_13,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_14,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_15,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_16,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_17,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_18,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_19,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_20,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_21,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_22,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_23,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_24,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_25,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_26,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_27,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_28,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_29,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_30,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_31,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_32,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_33,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_34,,,0,Currently taking a prescribed medicine to lower BP,,,
byte,shb21_35,,,0,Currently taking a prescribed medicine to lower BP,,,
int,shb24_01,,,0,Time of second BP reading: (hhmm - 24 hour clock),,,
int,shb24_02,,,0,Time of second BP reading: (hhmm - 24 hour clock),,,
int,shb24_03,,,0,Time of second BP reading: (hhmm - 24 hour clock),,,
int,shb24_04,,,0,Time of second BP reading: (hhmm - 24 hour clock),,,
int,shb24_05,,,0,Time of second BP reading: (hhmm - 24 hour clock),,,
int,shb24_06,,,0,Time of second BP reading: (hhmm - 24 hour clock),,,
int,shb24_07,,,0,Time of second BP reading: (hhmm - 24 hour clock),,,
int,shb24_08,,,0,Time of second BP reading: (hhmm - 24 hour clock),,,
int,shb24_09,,,0,Time of second BP reading: (hhmm - 24 hour clock),,,
int,shb24_10,,,0,Time of second BP reading: (hhmm - 24 hour clock),,,
int,shb24_11,,,0,Time of second BP reading: (hhmm - 24 hour clock),,,
int,shb24_12,,,0,Time of second BP reading: (hhmm - 24 hour clock),,,
int,shb24_13,,,0,Time of second BP reading: (hhmm - 24 hour clock),,,
int,shb24_14,,,0,Time of second BP reading: (hhmm - 24 hour clock),,,
int,shb24_15,,,0,Time of second BP reading: (hhmm - 24 hour clock),,,
int,shb24_16,,,0,Time of second BP reading: (hhmm - 24 hour clock),,,
int,shb24_17,,,0,Time of second BP reading: (hhmm - 24 hour clock),,,
int,shb24_18,,,0,Time of second BP reading: (hhmm - 24 hour clock),,,
int,shb24_19,,,0,Time of second BP reading: (hhmm - 24 hour clock),,,
int,shb24_20,,,0,Time of second BP reading: (hhmm - 24 hour clock),,,
int,shb24_21,,,0,Time of second BP reading: (hhmm - 24 hour clock),,,
int,shb24_22,,,0,Time of second BP reading: (hhmm - 24 hour clock),,,
int,shb24_23,,,0,Time of second BP reading: (hhmm - 24 hour clock),,,
